City,Color,Count
Bordeaux,Orange,31
Nice,Rouge,94
Marseille,Vert,75
Bordeaux,Orange,52
Strasbourg,Vert,22
Lyon,Vert,28
Avignon,Rouge,25
Paris,Bleu,43
Montpellier,Marron,55
Montpellier,Bleu,71
Paris,Jaune,93
Strasbourg,Marron,77
Toulouse,Jaune,27
Marseille,Bleu,49
Paris,Marron,88
Marseille,Jaune,14
Montpellier,Vert,71
Nice,Rouge,31
Strasbourg,Rouge,42
Toulouse,Marron,20
Bordeaux,Rouge,49
Avignon,Bleu,47
Lille,Marron,44
Marseille,Vert,73
Lyon,Rouge,15
Montpellier,Jaune,95
Avignon,Marron,30
Marseille,Bleu,95
Strasbourg,Vert,20
Nice,Rouge,77
Nice,Rouge,15
Montpellier,Marron,75
Strasbourg,Jaune,42
Nice,Jaune,91
Strasbourg,Orange,73
Paris,Orange,88
Nice,Bleu,84
Marseille,Vert,49
Strasbourg,Jaune,75
Marseille,Bleu,89
Toulouse,Vert,86
Montpellier,Marron,66
Montpellier,Orange,26
Lille,Vert,91
Marseille,Vert,25
Lille,Jaune,73
Montpellier,Orange,57
Paris,Jaune,63
Nice,Rouge,49
Lille,Jaune,92
Strasbourg,Marron,51
Paris,Rouge,55
Nice,Marron,65
Marseille,Orange,64
Toulouse,Orange,81
Lyon,Bleu,89
Nice,Jaune,76
Toulouse,Marron,50
Strasbourg,Orange,61
Marseille,Orange,63
Lille,Vert,68
Lyon,Marron,70
Marseille,Orange,23
Bordeaux,Orange,69
Montpellier,Jaune,88
Lille,Vert,40
Strasbourg,Rouge,88
Toulouse,Vert,84
Strasbourg,Orange,74
Paris,Marron,56
Nice,Rouge,21
Lille,Jaune,79
Avignon,Rouge,56
Strasbourg,Vert,77
Toulouse,Marron,99
Marseille,Rouge,83
Strasbourg,Jaune,17
Lille,Vert,62
Bordeaux,Bleu,65
Marseille,Bleu,63
Strasbourg,Orange,92
Paris,Orange,80
Montpellier,Vert,48
Strasbourg,Bleu,98
Strasbourg,Rouge,65
Lyon,Jaune,70
Nice,Vert,30
Avignon,Jaune,23
Nice,Bleu,85
Montpellier,Vert,16
Lille,Jaune,66
Bordeaux,Jaune,26
Paris,Marron,59
Paris,Vert,78
Nice,Orange,99
Montpellier,Vert,93
Lille,Vert,21
Toulouse,Bleu,40
Avignon,Marron,89
Bordeaux,Orange,13
Lille,Bleu,55
Avignon,Marron,47
Lyon,Marron,35
Paris,Jaune,65
Bordeaux,Jaune,43
Marseille,Marron,75
Nice,Bleu,69
Lille,Vert,91
Bordeaux,Vert,64
Toulouse,Jaune,94
Montpellier,Bleu,22
Avignon,Orange,98
Montpellier,Rouge,89
Toulouse,Bleu,20
Strasbourg,Rouge,40
Marseille,Bleu,92
Toulouse,Bleu,84
Bordeaux,Bleu,20
Toulouse,Rouge,36
Avignon,Vert,23
Lyon,Bleu,78
Bordeaux,Vert,18
Avignon,Jaune,62
Paris,Bleu,48
Marseille,Bleu,53
Lyon,Jaune,45
Bordeaux,Orange,41
Avignon,Bleu,38
Nice,Jaune,67
Lyon,Jaune,39
Lille,Jaune,77
Montpellier,Bleu,34
Toulouse,Marron,22
Lille,Marron,66
Bordeaux,Bleu,56
Lyon,Bleu,58
Nice,Marron,35
Toulouse,Rouge,81
Bordeaux,Rouge,49
Paris,Rouge,88
Montpellier,Bleu,37
Lyon,Jaune,44
Nice,Jaune,94
Toulouse,Jaune,31
Avignon,Rouge,96
Marseille,Jaune,25
Paris,Marron,73
Marseille,Orange,48
Nice,Vert,100
Nice,Vert,100
Strasbourg,Rouge,34
Strasbourg,Jaune,42
Lille,Orange,48
Lyon,Orange,25
Toulouse,Orange,26
Paris,Orange,40
Paris,Orange,19
Avignon,Jaune,49
Nice,Vert,70
Bordeaux,Vert,47
Lyon,Jaune,47
Montpellier,Orange,80
Bordeaux,Orange,50
Strasbourg,Marron,30
Strasbourg,Marron,20
Lyon,Rouge,35
Marseille,Bleu,98
Toulouse,Orange,31
Paris,Rouge,50
Strasbourg,Vert,65
Lille,Bleu,35
Lille,Rouge,38
Paris,Vert,42
Lyon,Jaune,100
Paris,Jaune,72
Nice,Bleu,36
Bordeaux,Orange,68
Toulouse,Rouge,82
Strasbourg,Orange,45
Toulouse,Jaune,67
Paris,Marron,89
Paris,Rouge,91
Nice,Vert,32
Avignon,Marron,46
Strasbourg,Vert,45
Lille,Bleu,91
Lille,Orange,85
Paris,Jaune,93
Paris,Rouge,12
Avignon,Marron,70
Strasbourg,Jaune,41
Lille,Vert,14
Lille,Rouge,45
Lille,Orange,86
Montpellier,Orange,26
Marseille,Rouge,27
Nice,Jaune,61
Montpellier,Bleu,57
Avignon,Bleu,55
Avignon,Orange,11
Marseille,Orange,43
Toulouse,Orange,58
Marseille,Orange,79
Bordeaux,Jaune,58
Paris,Jaune,83
Lille,Rouge,40
Lyon,Marron,49
Lyon,Vert,85
Lille,Marron,92
Lille,Vert,70
Montpellier,Bleu,30
Lyon,Bleu,29
Bordeaux,Bleu,39
Paris,Orange,63
Avignon,Marron,74
Lyon,Vert,37
Nice,Bleu,67
Strasbourg,Bleu,60
Bordeaux,Rouge,93
Lyon,Rouge,29
Strasbourg,Marron,70
Paris,Jaune,13
Montpellier,Rouge,11
Paris,Marron,32
Marseille,Jaune,12
Avignon,Marron,33
Paris,Marron,24
Paris,Rouge,11
Strasbourg,Orange,85
Lyon,Bleu,84
Lyon,Rouge,17
Paris,Rouge,92
Marseille,Rouge,96
Toulouse,Vert,98
Nice,Bleu,74
Toulouse,Rouge,10
Bordeaux,Rouge,81
Montpellier,Orange,20
Paris,Orange,61
Strasbourg,Rouge,72
Strasbourg,Rouge,54
Strasbourg,Marron,81
Bordeaux,Orange,38
Avignon,Jaune,11
Nice,Orange,88
Montpellier,Bleu,24
Nice,Rouge,84
Lyon,Orange,32
Toulouse,Orange,62
Toulouse,Marron,78
Lille,Rouge,16
Lille,Bleu,47
Nice,Marron,21
Lyon,Rouge,41
Avignon,Vert,75
Lille,Orange,13
Lille,Bleu,95
Strasbourg,Vert,34
Marseille,Vert,17
Lille,Rouge,38
Montpellier,Rouge,31
Montpellier,Vert,44
Lille,Vert,72
Nice,Bleu,88
Marseille,Bleu,93
Lyon,Vert,32
Marseille,Vert,34
Toulouse,Vert,87
Toulouse,Jaune,12
Montpellier,Marron,65
Toulouse,Marron,38
Montpellier,Marron,76
Toulouse,Jaune,30
Toulouse,Rouge,90
Lille,Rouge,46
Montpellier,Jaune,29
Montpellier,Marron,93
Bordeaux,Vert,25
Lyon,Vert,65
Avignon,Vert,19
Nice,Orange,85
Montpellier,Marron,21
Toulouse,Marron,74
Toulouse,Jaune,94
Nice,Jaune,19
Nice,Rouge,100
Avignon,Jaune,68
Toulouse,Vert,95
Marseille,Marron,11
Marseille,Bleu,23
Nice,Jaune,92
Bordeaux,Jaune,40
Avignon,Rouge,70
Lyon,Rouge,86
Montpellier,Vert,84
Nice,Rouge,92
Paris,Jaune,63
Lille,Vert,11
Avignon,Orange,88
Nice,Bleu,70
Paris,Jaune,89
Bordeaux,Vert,89
Lille,Vert,30
Nice,Vert,22
Toulouse,Rouge,42
Lille,Rouge,35
Paris,Marron,38
Nice,Rouge,86
Bordeaux,Rouge,85
Marseille,Marron,58
Montpellier,Marron,34
Lyon,Bleu,86
Toulouse,Orange,99
Lille,Vert,66
Bordeaux,Marron,78
Marseille,Bleu,24
Montpellier,Jaune,50
Lille,Jaune,100
Montpellier,Rouge,89
Lyon,Orange,88
Toulouse,Bleu,48
Avignon,Jaune,88
Strasbourg,Marron,77
Paris,Jaune,64
Lille,Bleu,17
Montpellier,Orange,73
Strasbourg,Bleu,14
Avignon,Bleu,54
Lyon,Jaune,57
Bordeaux,Jaune,37
Bordeaux,Orange,52
Montpellier,Marron,62
Lille,Rouge,39
Lyon,Vert,40
Marseille,Vert,76
Lille,Rouge,22
Avignon,Jaune,73
Marseille,Vert,58
Lille,Orange,74
Marseille,Orange,73
Paris,Marron,71
Lille,Jaune,69
Bordeaux,Bleu,28
Montpellier,Rouge,42
Bordeaux,Orange,42
Marseille,Rouge,68
Toulouse,Bleu,82
Marseille,Marron,17
Toulouse,Rouge,40
Marseille,Rouge,92
Lyon,Vert,50
Marseille,Jaune,95
Lille,Marron,92
Montpellier,Marron,26
Lyon,Rouge,41
Lyon,Marron,59
Toulouse,Vert,15
Nice,Jaune,82
Avignon,Bleu,57
Paris,Jaune,75
Lille,Bleu,97
Bordeaux,Bleu,98
Paris,Orange,94
Montpellier,Bleu,48
Paris,Vert,89
Strasbourg,Orange,74
Lyon,Vert,49
Lyon,Rouge,92
Avignon,Vert,58
Bordeaux,Bleu,14
Marseille,Jaune,78
Montpellier,Rouge,18
Strasbourg,Marron,30
Nice,Orange,52
Nice,Rouge,81
Lille,Bleu,57
Lille,Bleu,30
Paris,Vert,91
Nice,Bleu,64
Marseille,Orange,21
Toulouse,Marron,57
Avignon,Vert,25
Lille,Vert,80
Montpellier,Vert,18
Avignon,Orange,86
Bordeaux,Bleu,61
Lille,Vert,30
Montpellier,Vert,10
Strasbourg,Marron,56
Nice,Bleu,77
Bordeaux,Jaune,92
Lille,Bleu,67
Paris,Rouge,54
Strasbourg,Orange,70
Marseille,Jaune,98
Nice,Bleu,20
Montpellier,Vert,88
Bordeaux,Jaune,45
Toulouse,Rouge,69
Montpellier,Rouge,38
Strasbourg,Vert,35
Strasbourg,Bleu,51
Montpellier,Vert,41
Lille,Vert,30
Strasbourg,Marron,83
Marseille,Orange,92
Toulouse,Bleu,10
Lyon,Rouge,87
Montpellier,Marron,19
Paris,Marron,56
Nice,Vert,93
Lille,Jaune,79
Lyon,Orange,31
Lille,Bleu,11
Lyon,Orange,10
Avignon,Vert,15
Lille,Vert,28
Avignon,Marron,77
Lille,Rouge,97
Strasbourg,Bleu,11
Toulouse,Bleu,53
Paris,Orange,43
Nice,Rouge,46
Paris,Bleu,92
Strasbourg,Marron,44
Marseille,Orange,21
Bordeaux,Bleu,16
Nice,Jaune,11
Avignon,Vert,69
Marseille,Marron,77
Toulouse,Rouge,34
Montpellier,Vert,100
Nice,Bleu,54
Marseille,Rouge,69
Marseille,Jaune,63
Lille,Bleu,47
Nice,Vert,49
Strasbourg,Bleu,50
Bordeaux,Rouge,49
Lille,Bleu,97
Lille,Bleu,66
Lille,Vert,39
Marseille,Rouge,13
Lille,Vert,41
Marseille,Orange,58
Strasbourg,Vert,35
Nice,Marron,82
Bordeaux,Vert,72
Paris,Marron,61
Montpellier,Rouge,37
Lille,Jaune,83
Lille,Bleu,71
Strasbourg,Marron,40
Avignon,Marron,35
Lyon,Rouge,26
Montpellier,Marron,32
Toulouse,Vert,47
Bordeaux,Marron,48
Marseille,Rouge,63
Strasbourg,Rouge,17
Nice,Rouge,19
Lyon,Marron,12
Montpellier,Bleu,43
Lille,Jaune,37
Avignon,Rouge,42
Nice,Marron,58
Strasbourg,Bleu,63
Lille,Bleu,54
Bordeaux,Bleu,83
Montpellier,Vert,41
Bordeaux,Orange,56
Paris,Orange,81
Montpellier,Marron,10
Montpellier,Bleu,95
Avignon,Rouge,89
Toulouse,Rouge,95
Marseille,Marron,97
Lille,Marron,92
Paris,Vert,26
Avignon,Jaune,64
Strasbourg,Bleu,93
Avignon,Bleu,11
Toulouse,Vert,77
Lille,Vert,18
Montpellier,Marron,19
Montpellier,Jaune,44
Lille,Marron,19
Nice,Jaune,60
Bordeaux,Bleu,24
Lille,Orange,81
Paris,Orange,29
Lille,Rouge,12
Bordeaux,Bleu,37
Avignon,Jaune,78
Strasbourg,Bleu,40
Bordeaux,Rouge,89
Lille,Marron,23
Bordeaux,Marron,76
Toulouse,Orange,20
Montpellier,Marron,52
Montpellier,Orange,85
Marseille,Bleu,65
Strasbourg,Bleu,62
Marseille,Marron,22
Strasbourg,Jaune,21
Avignon,Orange,12
Lille,Bleu,88
Montpellier,Rouge,53
Marseille,Rouge,79
Lille,Vert,82
Montpellier,Marron,81
Paris,Orange,93
Nice,Rouge,78
Marseille,Vert,99
Lyon,Orange,54
Toulouse,Marron,92
Paris,Orange,87
Montpellier,Orange,69
Lyon,Jaune,47
Toulouse,Orange,27
Strasbourg,Rouge,47
Montpellier,Rouge,23
Nice,Jaune,63
Lyon,Rouge,69
Lyon,Bleu,99
Toulouse,Vert,35
Toulouse,Rouge,15
Marseille,Vert,27
Lyon,Orange,89
Nice,Bleu,28
Paris,Rouge,66
Toulouse,Vert,29
Avignon,Marron,41
Strasbourg,Vert,99
Avignon,Orange,25
Avignon,Jaune,80
Nice,Vert,64
Marseille,Vert,14
Paris,Vert,10
Marseille,Bleu,37
Lille,Vert,62
Toulouse,Rouge,31
Avignon,Marron,79
Nice,Jaune,38
Nice,Vert,100
Strasbourg,Bleu,32
Lyon,Marron,61
Strasbourg,Orange,11
Marseille,Jaune,13
Toulouse,Marron,11
Lyon,Bleu,78
Toulouse,Orange,72
Bordeaux,Orange,54
Marseille,Marron,22
Toulouse,Rouge,50
Montpellier,Rouge,10
Toulouse,Bleu,15
Lyon,Marron,82
Nice,Rouge,79
Paris,Vert,88
Nice,Orange,72
Toulouse,Orange,76
Marseille,Rouge,94
Strasbourg,Vert,34
Toulouse,Bleu,29
Montpellier,Jaune,52
Strasbourg,Rouge,23
Bordeaux,Jaune,92
Paris,Vert,21
Avignon,Rouge,36
Marseille,Bleu,44
Marseille,Marron,68
Marseille,Rouge,52
Lyon,Rouge,57
Lyon,Orange,22
Bordeaux,Jaune,99
Nice,Bleu,94
Lille,Bleu,82
Toulouse,Jaune,23
Nice,Orange,47
Lille,Jaune,56
Lille,Marron,92
Lyon,Rouge,28
Nice,Jaune,85
Paris,Marron,19
Strasbourg,Vert,73
Strasbourg,Bleu,52
Bordeaux,Jaune,22
Lyon,Marron,32
Paris,Marron,85
Montpellier,Marron,32
Montpellier,Jaune,70
Montpellier,Orange,14
Montpellier,Rouge,29
Marseille,Vert,98
Strasbourg,Bleu,14
Avignon,Rouge,46
Toulouse,Vert,90
Marseille,Vert,37
Montpellier,Jaune,60
Strasbourg,Vert,98
Lyon,Marron,47
Nice,Bleu,11
Paris,Bleu,24
Paris,Vert,59
Avignon,Jaune,47
Paris,Bleu,83
Paris,Jaune,66
Lyon,Bleu,94
Lille,Jaune,35
Strasbourg,Jaune,86
Lyon,Jaune,28
Paris,Jaune,80
Montpellier,Marron,13
Marseille,Vert,59
Paris,Marron,93
Avignon,Rouge,27
Toulouse,Vert,38
Toulouse,Rouge,44
Montpellier,Orange,51
Montpellier,Marron,82
Lille,Orange,94
Marseille,Bleu,88
Paris,Vert,62
Avignon,Marron,21
Strasbourg,Vert,27
Strasbourg,Rouge,83
Bordeaux,Bleu,50
Montpellier,Vert,90
Paris,Bleu,12
Avignon,Vert,94
Paris,Orange,64
Montpellier,Marron,26
Lille,Vert,46
Marseille,Jaune,12
Nice,Jaune,50
Paris,Rouge,29
Avignon,Rouge,50
Marseille,Vert,80
Bordeaux,Orange,51
Nice,Rouge,54
Strasbourg,Orange,62
Strasbourg,Jaune,72
Nice,Marron,23
Montpellier,Rouge,42
Strasbourg,Rouge,44
Bordeaux,Rouge,87
Bordeaux,Marron,60
Strasbourg,Vert,100
Marseille,Bleu,60
Lyon,Orange,32
Strasbourg,Bleu,39
Strasbourg,Jaune,35
Lille,Marron,16
Montpellier,Orange,74
Marseille,Jaune,32
Paris,Marron,37
Strasbourg,Vert,28
Marseille,Jaune,85
Paris,Vert,21
Toulouse,Marron,38
Avignon,Vert,49
Bordeaux,Marron,79
Paris,Vert,23
Nice,Bleu,37
Lyon,Bleu,35
Strasbourg,Rouge,26
Paris,Bleu,38
Nice,Orange,34
Toulouse,Orange,66
Montpellier,Rouge,48
Montpellier,Bleu,43
Montpellier,Jaune,84
Nice,Jaune,97
Montpellier,Vert,49
Strasbourg,Orange,21
Strasbourg,Bleu,74
Lyon,Orange,44
Montpellier,Jaune,46
Avignon,Vert,66
Marseille,Rouge,42
Nice,Vert,10
Lyon,Orange,49
Lyon,Marron,73
Marseille,Bleu,54
Toulouse,Vert,65
Strasbourg,Rouge,88
Lille,Vert,27
Marseille,Orange,71
Lille,Orange,26
Marseille,Orange,74
Lille,Marron,90
Strasbourg,Marron,42
Lyon,Orange,25
Montpellier,Rouge,60
Lille,Marron,39
Montpellier,Orange,82
Toulouse,Rouge,82
Lyon,Jaune,92
Avignon,Vert,26
Lille,Vert,50
Strasbourg,Orange,89
Marseille,Orange,35
Nice,Jaune,32
Strasbourg,Orange,88
Lille,Orange,35
Toulouse,Orange,100
Strasbourg,Rouge,100
Lille,Vert,46
Bordeaux,Jaune,13
Paris,Marron,28
Avignon,Marron,38
Paris,Rouge,40
Strasbourg,Orange,80
Lille,Marron,99
Marseille,Vert,88
Avignon,Marron,14
Toulouse,Bleu,12
Toulouse,Rouge,78
Lille,Orange,87
Toulouse,Rouge,69
Paris,Jaune,71
Paris,Jaune,31
Bordeaux,Jaune,52
Toulouse,Rouge,31
Toulouse,Jaune,63
Marseille,Vert,95
Nice,Marron,19
Nice,Marron,14
Lille,Bleu,71
Avignon,Orange,98
Marseille,Bleu,74
Lille,Marron,40
Bordeaux,Orange,45
Strasbourg,Marron,40
Marseille,Vert,16
Marseille,Vert,63
Marseille,Bleu,43
Avignon,Bleu,80
Lyon,Rouge,99
Lille,Orange,18
Bordeaux,Orange,93
Montpellier,Vert,43
Paris,Marron,67
Lille,Bleu,54
Avignon,Rouge,10
Paris,Bleu,69
Marseille,Orange,72
Toulouse,Bleu,38
Strasbourg,Bleu,15
Lille,Rouge,83
Lyon,Rouge,57
Paris,Marron,67
Paris,Bleu,61
Lille,Marron,33
Lyon,Bleu,71
Bordeaux,Rouge,60
Strasbourg,Bleu,42
Paris,Orange,17
Lille,Jaune,45
Strasbourg,Jaune,20
Marseille,Vert,57
Montpellier,Vert,68
Bordeaux,Marron,63
Nice,Marron,50
Montpellier,Marron,37
Lille,Rouge,75
Nice,Vert,47
Strasbourg,Vert,46
Strasbourg,Jaune,77
Lyon,Jaune,77
Toulouse,Bleu,76
Marseille,Orange,70
Bordeaux,Marron,65
Paris,Rouge,77
Strasbourg,Vert,70
Toulouse,Jaune,16
Montpellier,Rouge,85
Marseille,Jaune,15
Lille,Rouge,74
Nice,Marron,61
Avignon,Bleu,73
Bordeaux,Jaune,56
Marseille,Vert,29
Montpellier,Orange,26
Lyon,Orange,38
Bordeaux,Rouge,36
Montpellier,Rouge,71
Nice,Rouge,91
Toulouse,Jaune,11
Lille,Orange,64
Avignon,Jaune,34
Marseille,Jaune,67
Montpellier,Orange,73
Lyon,Vert,70
Lyon,Rouge,23
Bordeaux,Marron,47
Strasbourg,Marron,90
Lille,Orange,81
Montpellier,Rouge,49
Toulouse,Orange,21
Lille,Bleu,16
Toulouse,Rouge,38
Marseille,Jaune,43
Strasbourg,Marron,14
Avignon,Vert,11
Paris,Marron,81
Avignon,Marron,39
Montpellier,Vert,73
Avignon,Jaune,92
Strasbourg,Bleu,30
Lyon,Jaune,64
Marseille,Rouge,97
Nice,Jaune,67
Toulouse,Jaune,65
Toulouse,Rouge,14
Strasbourg,Bleu,25
Paris,Rouge,44
Lyon,Vert,12
Bordeaux,Vert,14
Nice,Vert,42
Avignon,Rouge,98
Marseille,Jaune,83
Marseille,Rouge,51
Marseille,Rouge,55
Lille,Marron,84
Marseille,Jaune,23
Marseille,Rouge,87
Toulouse,Rouge,15
Lille,Jaune,92
Marseille,Bleu,37
Lille,Marron,93
Avignon,Bleu,58
Bordeaux,Jaune,19
Montpellier,Orange,92
Marseille,Bleu,88
Lyon,Rouge,60
Lyon,Marron,14
Strasbourg,Jaune,11
Montpellier,Marron,46
Strasbourg,Jaune,98
Strasbourg,Jaune,43
Lille,Orange,12
Avignon,Orange,12
Paris,Orange,76
Montpellier,Bleu,59
Avignon,Jaune,52
Strasbourg,Vert,13
Bordeaux,Marron,58
Bordeaux,Bleu,47
Strasbourg,Rouge,23
Avignon,Rouge,68
Paris,Vert,23
Bordeaux,Orange,100
Montpellier,Rouge,20
Strasbourg,Rouge,77
Nice,Orange,31
Nice,Bleu,71
Avignon,Orange,68
Lyon,Bleu,40
Paris,Jaune,89
Montpellier,Marron,69
Paris,Marron,64
Nice,Bleu,59
Nice,Orange,71
Lyon,Vert,15
Paris,Jaune,83
Paris,Rouge,14
Marseille,Orange,85
Nice,Jaune,98
Nice,Marron,82
Marseille,Jaune,66
Montpellier,Rouge,78
Paris,Jaune,85
Marseille,Marron,57
Toulouse,Marron,65
Toulouse,Marron,28
Lyon,Vert,11
Avignon,Vert,71
Toulouse,Rouge,85
Lyon,Bleu,51
Lyon,Orange,48
Paris,Rouge,48
Avignon,Marron,69
Toulouse,Bleu,63
Paris,Vert,73
Lille,Orange,30
Bordeaux,Marron,89
Lille,Marron,59
Lyon,Rouge,87
Marseille,Bleu,27
Nice,Vert,51
Toulouse,Orange,90
Lille,Rouge,82
Marseille,Orange,58
Montpellier,Marron,52
Bordeaux,Vert,60
Avignon,Bleu,76
Bordeaux,Marron,40
Nice,Bleu,68
Paris,Rouge,10
Bordeaux,Bleu,56
Nice,Rouge,87
Bordeaux,Rouge,33
Strasbourg,Rouge,85
Strasbourg,Rouge,23
Paris,Bleu,44
Paris,Marron,54
Nice,Vert,81
Nice,Jaune,36
Toulouse,Bleu,92
Toulouse,Orange,57
Bordeaux,Orange,53
Lyon,Bleu,35
Lille,Jaune,51
Bordeaux,Bleu,55
Nice,Jaune,93
Avignon,Marron,37
Lille,Bleu,100
Nice,Jaune,81
Marseille,Bleu,25
Paris,Marron,32
Montpellier,Rouge,64
Toulouse,Marron,51
Nice,Vert,36
Toulouse,Vert,10
Lille,Rouge,89
Toulouse,Jaune,82
Nice,Jaune,35
Montpellier,Orange,63
Strasbourg,Orange,78
Avignon,Rouge,25
Marseille,Vert,86
Montpellier,Marron,53
Paris,Marron,18
Lille,Rouge,71
Montpellier,Bleu,27
Lille,Vert,95
Toulouse,Bleu,13
Lille,Rouge,77
Paris,Rouge,36
Avignon,Bleu,13
Nice,Marron,46
Avignon,Bleu,18
Nice,Vert,12
Nice,Marron,69
Nice,Marron,39
Avignon,Bleu,50
Bordeaux,Vert,72
Nice,Marron,43
Paris,Vert,82
Marseille,Jaune,35
Bordeaux,Jaune,10
Montpellier,Jaune,76
Strasbourg,Orange,14
Toulouse,Rouge,20
Paris,Rouge,67
Lyon,Bleu,89
Nice,Marron,59
Avignon,Marron,99
Nice,Jaune,36
Marseille,Marron,28
Bordeaux,Orange,70
Lille,Bleu,91
Bordeaux,Rouge,54
Strasbourg,Jaune,41
Toulouse,Jaune,61
Toulouse,Jaune,27
Strasbourg,Jaune,92
Avignon,Vert,17
Toulouse,Rouge,98
Lyon,Marron,85
Paris,Marron,97
Toulouse,Jaune,95
Bordeaux,Marron,89
Nice,Vert,34
Marseille,Jaune,22
Lyon,Bleu,65
Nice,Bleu,79
Avignon,Bleu,20
Marseille,Vert,57
Lyon,Bleu,25
Bordeaux,Bleu,96
Marseille,Bleu,71
Toulouse,Jaune,30
Strasbourg,Rouge,98
Marseille,Vert,22
Strasbourg,Marron,38
Lille,Vert,45
Marseille,Vert,69
Avignon,Vert,21
Montpellier,Bleu,51
Avignon,Orange,99
Lyon,Bleu,36
Nice,Jaune,33
Lyon,Marron,91
Lyon,Vert,64
Avignon,Bleu,96
Nice,Bleu,52
Marseille,Marron,77
Marseille,Rouge,95
Toulouse,Orange,92
Toulouse,Marron,42
Lyon,Rouge,37
Lille,Marron,72
Avignon,Jaune,91
Toulouse,Jaune,96
Paris,Vert,31
Avignon,Marron,59
Bordeaux,Marron,53
Paris,Jaune,18
Nice,Rouge,42
Toulouse,Orange,41
Avignon,Vert,74
Avignon,Orange,58
Lyon,Vert,25
Avignon,Bleu,71
Strasbourg,Bleu,89
Lyon,Orange,41
Nice,Marron,39
Marseille,Marron,94
Toulouse,Marron,30
Nice,Marron,35
Bordeaux,Jaune,28
Paris,Orange,48
Lyon,Bleu,79
Avignon,Rouge,47
Nice,Bleu,38
Nice,Orange,23
Paris,Vert,81
Strasbourg,Jaune,43
Lille,Marron,57
Strasbourg,Bleu,78
Strasbourg,Bleu,60
Lyon,Bleu,95
Toulouse,Jaune,91
Lyon,Bleu,11
Nice,Marron,76
Montpellier,Vert,49
Strasbourg,Rouge,34
Strasbourg,Orange,29
Paris,Rouge,48
Strasbourg,Orange,19
Marseille,Jaune,12
Toulouse,Vert,60
Bordeaux,Vert,78
Lille,Jaune,92
Bordeaux,Orange,18
Strasbourg,Marron,90
Marseille,Orange,61
Paris,Bleu,96
Bordeaux,Marron,62
Strasbourg,Bleu,16
Strasbourg,Rouge,92
Montpellier,Rouge,13
Lyon,Jaune,20
Toulouse,Bleu,94
Paris,Vert,16
Lyon,Rouge,43
Montpellier,Jaune,20
Toulouse,Orange,94
Avignon,Rouge,30
Nice,Bleu,79
Avignon,Vert,34
Paris,Vert,45
Nice,Orange,37
Bordeaux,Rouge,63
Strasbourg,Vert,59
Montpellier,Rouge,24
Lille,Bleu,82
Paris,Rouge,47
Avignon,Orange,33
Paris,Vert,90
Avignon,Jaune,74
Lille,Jaune,18
Montpellier,Jaune,24
Marseille,Rouge,86
Nice,Orange,12
Nice,Rouge,82
Lyon,Vert,83
Lille,Rouge,77
Paris,Rouge,69
Marseille,Jaune,65
Lille,Bleu,30
Lille,Bleu,62
Toulouse,Vert,75
Marseille,Marron,95
Montpellier,Bleu,72
Nice,Marron,12
Strasbourg,Jaune,48
Strasbourg,Bleu,19
Montpellier,Orange,98
Strasbourg,Vert,48
Nice,Bleu,76
Lille,Rouge,32
Montpellier,Vert,52
Bordeaux,Marron,70
Strasbourg,Orange,73
Avignon,Jaune,43
Nice,Jaune,97
Lille,Jaune,57
Nice,Rouge,13
Paris,Vert,61
Toulouse,Jaune,62
Bordeaux,Bleu,95
Montpellier,Orange,91
Lyon,Jaune,80
Lille,Orange,96
Montpellier,Rouge,44
Paris,Rouge,97
Avignon,Bleu,30
Lyon,Orange,95
Paris,Vert,86
Nice,Rouge,59
Lille,Orange,38
Montpellier,Bleu,72
Avignon,Jaune,92
Lille,Marron,93
Montpellier,Bleu,35
Marseille,Rouge,18
Lille,Orange,65
Paris,Orange,35
Bordeaux,Rouge,59
Bordeaux,Marron,53
Lyon,Vert,70
Paris,Bleu,87
Montpellier,Bleu,30
Nice,Marron,10
Montpellier,Orange,45
Lille,Jaune,77
Avignon,Vert,52
Toulouse,Orange,11
Strasbourg,Vert,90
Lyon,Orange,80
Paris,Orange,45
Avignon,Marron,63
Nice,Bleu,69
Avignon,Jaune,83
Paris,Jaune,73
Lyon,Orange,87
Nice,Bleu,85
Lille,Rouge,50
Marseille,Bleu,97
Bordeaux,Rouge,78
Marseille,Orange,57
Avignon,Vert,73
Toulouse,Vert,58
Lille,Vert,85
Avignon,Rouge,15
Toulouse,Jaune,23
Montpellier,Marron,68
Lyon,Vert,31
Bordeaux,Orange,99
Strasbourg,Rouge,66
Lille,Vert,57
Paris,Jaune,41
Toulouse,Rouge,28
Lyon,Marron,45
Toulouse,Jaune,31
Nice,Rouge,41
Montpellier,Orange,50
Paris,Rouge,25
Lyon,Vert,10
Montpellier,Vert,85
Montpellier,Orange,38
Toulouse,Marron,49
Marseille,Orange,35
Montpellier,Marron,13
Toulouse,Jaune,71
Bordeaux,Orange,78
Lille,Orange,41
Montpellier,Vert,73
Marseille,Jaune,24
Strasbourg,Orange,80
Lyon,Jaune,87
Marseille,Orange,97
Nice,Bleu,15
Bordeaux,Marron,82
Lyon,Jaune,43
Bordeaux,Jaune,97
Avignon,Vert,60
Lille,Orange,81
Toulouse,Jaune,38
Toulouse,Orange,21
Avignon,Bleu,15
Toulouse,Rouge,94
Marseille,Rouge,87
Montpellier,Jaune,79
